key,serializer,category,payload_size,checks.fails,checks.passes,checks.value,data_received.count,data_received.rate,data_sent.count,data_sent.rate,http_req_blocked.avg,http_req_blocked.max,http_req_blocked.med,http_req_blocked.min,http_req_blocked.p(90),http_req_blocked.p(95),http_req_connecting.avg,http_req_connecting.max,http_req_connecting.med,http_req_connecting.min,http_req_connecting.p(90),http_req_connecting.p(95),http_req_duration.avg,http_req_duration.max,http_req_duration.med,http_req_duration.min,http_req_duration.p(90),http_req_duration.p(95),http_req_duration{expected_response:true}.avg,http_req_duration{expected_response:true}.max,http_req_duration{expected_response:true}.med,http_req_duration{expected_response:true}.min,http_req_duration{expected_response:true}.p(90),http_req_duration{expected_response:true}.p(95),http_req_failed.fails,http_req_failed.passes,http_req_failed.thresholds.rate<0.01,http_req_failed.value,http_req_receiving.avg,http_req_receiving.max,http_req_receiving.med,http_req_receiving.min,http_req_receiving.p(90),http_req_receiving.p(95),http_req_sending.avg,http_req_sending.max,http_req_sending.med,http_req_sending.min,http_req_sending.p(90),http_req_sending.p(95),http_req_tls_handshaking.avg,http_req_tls_handshaking.max,http_req_tls_handshaking.med,http_req_tls_handshaking.min,http_req_tls_handshaking.p(90),http_req_tls_handshaking.p(95),http_req_waiting.avg,http_req_waiting.max,http_req_waiting.med,http_req_waiting.min,http_req_waiting.p(90),http_req_waiting.p(95),http_reqs.count,http_reqs.rate,iteration_duration.avg,iteration_duration.max,iteration_duration.med,iteration_duration.min,iteration_duration.p(90),iteration_duration.p(95),iterations.count,iterations.rate,vus.max,vus.min,vus.value,vus_max.max,vus_max.min,vus_max.value
messagepack_roundtrip_10,messagepack,roundtrip,10,0,320830,1,1152100530,38401585.04550931,1153704680,38455054.25331425,0.005804941825889187,9.658719,0.002355,0.000921,0.003206,0.003758,3.274633294891376e-05,1.12259,0,0,0,0,2.1756754397843507,38.626794,1.830986,0.151051,3.9823212000000003,5.065843449999999,2.1756754397843507,38.626794,1.830986,0.151051,3.9823212000000003,5.065843449999999,320830,0,False,0,0.06652428847676384,37.574369,0.017192,0.007344,0.05759810000000004,0.169036,0.024961236134400787,15.323333,0.009107,0.003126,0.013466,0.0406219499999999,0,0,0,0,0,0,2.084189915173151,27.471063,1.7665875,0.125333,3.8427121000000004,4.870759999999999,320830,10693.841560988389,2.3218092446186125,38.692998,1.94738,0.208222,4.2052985000000005,5.344016449999999,320830,10693.841560988389,25,25,25,25,25,25
messagepack_roundtrip_100,messagepack,roundtrip,100,0,143133,1,5104981578,170152164.68389896,5104695312,170142623.26267517,0.007062083705366211,11.573681,0.002665,0.001002,0.003757,0.0044025999999999475,8.382214443908812e-05,1.178066,0,0,0,0,4.971086804468535,25.366297,4.670183,0.485988,7.5859204,8.916864999999996,4.971086804468535,25.366297,4.670183,0.485988,7.5859204,8.916864999999996,143133,0,False,0,0.1730779672542316,14.729531,0.034325,0.017035,0.18748300000000012,0.5457963999999987,0.21417620589242325,15.755574,0.061054,0.025237,0.38496900000000006,0.9071839999999977,0,0,0,0,0,0,4.583832631321818,21.289678,4.387172,0.0,7.0245066000000005,8.0812448,143133,4770.710611896455,5.219084828432276,25.453109,4.864085,0.574604,8.0050326,9.443418399999997,143133,4770.710611896455,25,25,25,25,25,25
messagepack_roundtrip_1000,messagepack,roundtrip,1000,0,20765,1,7424816481,247417815.98109928,7423653620,247379065.86119452,0.010950048398748065,9.325348,0.002935,0.001142,0.004488,0.00545,0.002929728581748134,9.142315,0,0,0,0,35.62221752785954,84.462393,33.439924,3.412264,49.389011800000006,54.278845000000004,35.62221752785954,84.462393,33.439924,3.412264,49.389011800000006,54.278845000000004,20765,0,False,0,10.665173365952356,67.82487,7.013528,0.11205,25.42534780000001,32.1587342,0.6837642711774607,18.025056,0.223969,0.12261,1.8957880000000005,3.004876599999999,0,0,0,0,0,0,24.273279890729565,65.068044,23.144613,1.929304,37.8334794,41.9334396,20765,691.9539307125841,36.09986757009353,84.651196,33.975449,3.579248,49.87855660000001,54.7903436,20765,691.9539307125841,25,25,25,25,25,25
messagepack_serialize-only_10,messagepack,serialize-only,10,0,414140,1,1487176740,49570012.946653284,45141260,1504631.41497778,0.004708356944511566,9.934323,0.002225,0.000982,0.003026,0.003517,5.347378905684069e-05,1.733318,0,0,0,0,1.692650437354508,42.937524,1.4317735,0.131025,3.0256618000000013,3.85486195,1.692650437354508,42.937524,1.4317735,0.131025,3.0256618000000013,3.85486195,414140,0,False,0,0.05129508987781947,25.279637,0.016682,0.006943,0.049964,0.13144849999999966,0.01636760460472224,27.819617,0.006632,0.002305,0.009137,0.022312,0,0,0,0,0,0,1.6249877428720074,40.977964,1.3799885,0.11218,2.928247,3.7209756499999984,414140,13803.957935575963,1.7967225437147103,44.430504,1.519702,0.169578,3.1751180000000003,4.03890715,414140,13803.957935575963,25,25,25,25,25,25
messagepack_serialize-only_100,messagepack,serialize-only,100,0,306412,1,10928490392,364261596.7553414,33705320,1123444.615126102,0.005464587809877036,13.984069,0.002264,0.000952,0.003086,0.003617,5.67699731081028e-05,1.583776,0,0,0,0,2.3206006550102467,22.754277,2.1055729999999997,0.221054,3.7687536,4.578533800000001,2.3206006550102467,22.754277,2.1055729999999997,0.221054,3.7687536,4.578533800000001,306412,0,False,0,0.088535730627392,19.765482,0.031189,0.015569,0.10337390000000002,0.2557564500000007,0.018046007023223502,12.740319,0.006783,0.002676,0.009167,0.025963050000000105,0,0,0,0,0,0,2.2140189173596547,19.137336,2.021727,0.184406,3.619639700000001,4.373910500000002,306412,10213.132864782745,2.4321929323786464,22.804401,2.199348,0.28725,3.922413400000001,4.769125750000001,306412,10213.132864782745,25,25,25,25,25,25
messagepack_serialize-only_1000,messagepack,serialize-only,1000,0,66940,1,23935383684,797751363.3934351,7430340,247648.5835252833,0.005037327965341974,4.649222,0.002285,0.001011,0.003206,0.003697,0.0004431976546160742,3.512682,0,0,0,0,11.07856266062141,33.990277,10.8079695,1.182064,14.2534899,15.927281649999994,11.07856266062141,33.990277,10.8079695,1.182064,14.2534899,15.927281649999994,66940,0,False,0,5.1636653766955245,25.203682,4.7248095,0.102522,8.9554804,10.27036989999999,0.0183678742306542,8.661001,0.007193,0.003276,0.010059,0.020448,0,0,0,0,0,0,5.8965294096951695,25.334068,5.8058345,0.75252,8.787295199999999,9.886925249999997,66940,2231.0683200475974,11.189387560860455,34.042906,10.909321,1.234352,14.4017103,16.108655,66940,2231.0683200475974,25,25,25,25,25,25
newtonsoft-json_deserialize-only_10,newtonsoft-json,deserialize-only,10,0,254046,1,28707198,956875.564091933,1356351594,45210253.422007345,0.0057362603465516354,12.165224,0.002415,0.000952,0.003296,0.003817,7.966985900191304e-05,1.770468,0,0,0,0,2.8003128136203808,41.520596,2.567196,0.247952,4.447749,5.3758515,2.8003128136203808,41.520596,2.567196,0.247952,4.447749,5.3758515,254046,0,False,0,0.05567615791234718,20.120803,0.017242,0.007955,0.0433715,0.128976,0.12541711121214275,17.445742,0.04272,0.018294,0.235576,0.47134375,0,0,0,0,0,0,2.61921954449589,41.392596,2.4230415,0.0,4.2104775,5.0577935,254046,8467.925345946309,2.9370295543287246,43.515898,2.683275,0.314337,4.636494,5.6229612499999995,254046,8467.925345946309,25,25,25,25,25,25
newtonsoft-json_deserialize-only_100,newtonsoft-json,deserialize-only,100,0,64614,1,7365996,245481.46881452613,3425188140,114148882.99875465,0.007106339152505625,13.568765,0.002755,0.001203,0.003837,0.004529,0.0003702596650880614,2.708393,0,0,0,0,11.402213476940185,45.404298,10.3110425,0.977642,17.6394333,21.687961549999997,11.402213476940185,45.404298,10.3110425,0.977642,17.6394333,21.687961549999997,64614,0,False,0,0.10166934597765089,25.531913,0.020999,0.008456,0.07894500000000004,0.25555884999999967,0.20202000275482054,12.058719,0.077215,0.038803,0.3910123000000004,0.7835757,0,0,0,0,0,0,11.098524128207524,45.314541,10.037365000000001,0.0,17.2471579,21.30603825,64614,2153.346217671282,11.592104232550257,45.484989,10.4942855,1.044678,17.8878902,21.907804249999998,64614,2153.346217671282,25,25,25,25,25,25
newtonsoft-json_deserialize-only_1000,newtonsoft-json,deserialize-only,1000,0,8593,1,988195,32904.41591175559,4551024660,151537710.91464344,0.014366989759106179,6.660918,0.003195,0.001302,0.00509,0.0066224,0.0020839979052717328,1.525149,0,0,0,0,86.79452522902383,199.69144,86.79577,8.713442,109.5845226,118.97723899999997,86.79452522902383,199.69144,86.79577,8.713442,109.5845226,118.97723899999997,8593,0,False,0,0.164384901431398,12.364423,0.023794,0.011892,0.14519640000000017,0.4746083999999999,0.9844614025369506,21.626984,0.353883,0.19213,2.5297884,3.681212399999999,0,0,0,0,0,0,85.64567892505598,199.117004,85.750587,8.412328,108.6365694,117.7562072,8593,286.1253557543965,87.31397757930853,199.894451,87.287374,8.842415,110.1434712,119.4753928,8593,286.1253557543965,25,25,25,25,25,25
newtonsoft-json_roundtrip_10,newtonsoft-json,roundtrip,10,0,215109,1,1135775520,37855603.67126447,1146961188,38228424.01045117,0.005471518913667772,7.729501,0.002475,0.001032,0.003356,0.003918,5.922164112147795e-05,1.195369,0,0,0,0,3.3343879221697352,24.624963,3.176351,0.303756,4.955085400000001,5.709351399999999,3.3343879221697352,24.624963,3.176351,0.303756,4.955085400000001,5.709351399999999,215109,0,False,0,0.06811653528211503,13.271425,0.022011,0.009167,0.059031600000000094,0.17502999999999955,0.12416862603145519,10.721895,0.043902,0.018595,0.230061,0.4589147999999997,0,0,0,0,0,0,3.1421027608561123,18.417769,3.019475,0.0,4.7217058000000005,5.402412199999998,215109,7169.621907436453,3.472243534068811,26.773395,3.296033,0.376934,5.131280200000001,5.9496263999999925,215109,7169.621907436453,25,25,25,25,25,25
newtonsoft-json_roundtrip_100,newtonsoft-json,roundtrip,100,0,43630,1,2294676227,76445356.10747106,2312520890,77039837.19443306,0.007186058950263682,6.490532,0.002785,0.001202,0.003917,0.004578,0.0014506034150813662,5.843289,0,0,0,0,16.98550263160665,47.50018,16.472572,1.746961,23.486168199999998,26.44893415,16.98550263160665,47.50018,16.472572,1.746961,23.486168199999998,26.44893415,43630,0,False,0,0.1497978914279176,11.237987,0.056355,0.030648,0.21311399999999991,0.4676170999999964,0.223413451019938,10.590789,0.0808115,0.040867,0.4677849999999999,0.8934919999999993,0,0,0,0,0,0,16.61229128915893,46.922648,16.1103235,0.0,23.044584999999994,25.978262499999975,43630,1453.4995602972106,17.178291455764434,47.691886,16.658862,1.825088,23.712065199999998,26.711810949999997,43630,1453.4995602972106,25,25,25,25,25,25
newtonsoft-json_roundtrip_1000,newtonsoft-json,roundtrip,1000,0,5681,1,2986723259,99392940.71271546,3008731453,100125335.02305017,0.028950098574195084,12.940329,0.003126,0.001333,0.005019,0.006533,0.011587387607815526,9.841549,0,0,0,0,131.66062085266648,368.176268,129.050049,24.650913,159.161888,174.653671,131.66062085266648,368.176268,129.050049,24.650913,159.161888,174.653671,5681,0,False,0,27.725865225312468,205.030587,16.277335,0.284383,75.11228,90.20724,1.1714448530188324,16.032635,0.3895,0.182111,3.068203,4.411054,0,0,0,0,0,0,102.76331077433547,259.529025,108.583603,11.497121,132.840359,141.263659,5681,189.05377138221715,132.17487425136414,368.488323,129.664479,24.824657,159.599347,175.289342,5681,189.05377138221715,25,25,25,25,25,25
newtonsoft-json_serialize-only_10,newtonsoft-json,serialize-only,10,0,332120,1,1753593600,58450320.631000645,37529560,1250925.4225952788,0.005164898259665241,8.737528,0.002314,0.000822,0.003156,0.003717,4.875710887630977e-05,1.814853,0,0,0,0,2.1351662776947737,87.645681,1.9179135,0.196839,3.4959782,4.2777468999999995,2.1351662776947737,87.645681,1.9179135,0.196839,3.4959782,4.2777468999999995,332120,0,False,0,0.059030141292303405,14.578103,0.020939,0.009277,0.0639,0.16999849999999989,0.017522868433096313,16.532422,0.006933,0.002404,0.009648,0.030036,0,0,0,0,0,0,2.058613267969395,87.584877,1.8574815,0.159491,3.393813700000001,4.130147299999999,332120,11070.13648314406,2.2436529364808226,90.00565,2.0097195,0.249567,3.6454302000000007,4.454021099999998,332120,11070.13648314406,25,25,25,25,25,25
newtonsoft-json_serialize-only_100,newtonsoft-json,serialize-only,100,0,95497,1,5022569239,167373713.5899198,10886658,362790.4945330728,0.004740327758986945,7.633701,0.002424,0.001042,0.003466,0.004648,0.0002470657193419689,1.727507,0,0,0,0,7.7345152788568985,25.28306,7.599498,0.770453,10.5140806,11.648674,7.7345152788568985,25.28306,7.599498,0.770453,10.5140806,11.648674,95497,0,False,0,0.11189464720357793,8.909922,0.055875,0.028564,0.15108700000000008,0.3490219999999999,0.01569650282207807,8.32836,0.007354,0.003006,0.01084,0.022195799999999946,0,0,0,0,0,0,7.606924128831283,23.743509,7.477349,0.5908,10.364700800000003,11.454505399999999,95497,3182.372759062042,7.840746072515387,25.369432,7.699275,0.819595,10.633039400000001,11.786920599999998,95497,3182.372759062042,25,25,25,25,25,25
newtonsoft-json_serialize-only_1000,newtonsoft-json,serialize-only,1000,0,13405,1,7047531295,234836855.3944305,1541575,51368.1472562612,0.008152936814621346,3.232848,0.002474,0.001082,0.004228,0.0048698,0.0008966062663185377,2.172421,0,0,0,0,55.80858782476682,134.135677,54.770678,5.871627,70.2801708,75.78313519999999,55.80858782476682,134.135677,54.770678,5.871627,70.2801708,75.78313519999999,13405,0,False,0,13.877561447221233,75.53442,9.732201,0.236063,31.7037976,39.154160999999995,0.021292867661320436,4.117545,0.008155,0.003817,0.016116400000000003,0.03764299999999986,0,0,0,0,0,0,41.90973350988431,110.463852,43.042177,3.670318,58.6912394,63.3481312,13405,446.6795413587931,55.94459317314428,134.191532,54.914459,5.956906,70.418554,75.92905339999999,13405,446.6795413587931,25,25,25,25,25,25
protobuf-net_deserialize-only_10,protobuf-net,deserialize-only,10,0,343106,1,38770978,1292324.7520266303,1285961288,42864010.359254956,0.0052108456191380485,10.054985,0.002334,0.000981,0.003216,0.003727,4.4021206274445805e-05,1.396406,0,0,0,0,2.0404261566746276,33.320318,1.7924820000000001,0.154099,3.504953,4.36440125,2.0404261566746276,33.320318,1.7924820000000001,0.154099,3.504953,4.36440125,343106,0,False,0,0.05378312143477699,25.493139,0.016651,0.006863,0.045325,0.13634275,0.02283107992573634,14.578271,0.009107,0.003857,0.0134005,0.03900375,0,0,0,0,0,0,1.9638119553141073,33.239297,1.734724,0.125714,3.396267,4.19633475,343106,11436.502230324162,2.171068926669889,34.989809,1.903173,0.217778,3.6920405,4.59803125,343106,11436.502230324162,25,25,25,25,25,25
protobuf-net_deserialize-only_100,protobuf-net,deserialize-only,100,0,141331,1,16111734,537000.9428055766,5255958559,175180070.71926832,0.007324773765134096,13.415672,0.002604,0.001052,0.003747,0.004699,0.00042397540525433193,8.370724,0,0,0,0,5.055400179146832,25.177512,4.771763,0.461391,7.650588,8.9591605,5.055400179146832,25.177512,4.771763,0.461391,7.650588,8.9591605,141331,0,False,0,0.132247544148136,14.94053,0.018996,0.005901,0.117991,0.327278,0.23169888930949373,13.919517,0.070412,0.030426,0.473147,0.9759195,0,0,0,0,0,0,4.691453745689228,21.031588,4.499409,0.0,7.102468,8.183114,141331,4710.5345860138295,5.288834264025548,27.337133,4.955554,0.533317,8.043743,9.426577,141331,4710.5345860138295,25,25,25,25,25,25
protobuf-net_deserialize-only_1000,protobuf-net,deserialize-only,1000,0,17508,1,2013420,67095.08715184653,6515602200,217125536.37877986,0.008802110977838602,4.241657,0.003116,0.001242,0.004649,0.005571,0.0020182532556545572,2.544366,0,0,0,0,42.47115157636455,96.578785,40.366512,4.085011,62.564657800000006,67.37739009999999,42.47115157636455,96.578785,40.366512,4.085011,62.564657800000006,67.37739009999999,17508,0,False,0,0.1535332492574827,13.912599,0.0237245,0.011021,0.13224030000000023,0.43847399999999953,0.6035169984578501,11.044111,0.25305449999999996,0.140092,1.5082190000000002,2.3698542999999965,0,0,0,0,0,0,41.714101328650024,94.162411,39.686616,3.57751,61.8534099,66.76052674999998,17508,583.4355404508394,42.82600914473395,96.679614,40.732176499999994,4.218281,62.880359700000014,67.73679299999999,17508,583.4355404508394,25,25,25,25,25,25
protobuf-net_roundtrip_10,protobuf-net,roundtrip,10,0,288501,1,1077551235,35917298.38780922,1079282241,35974996.85911494,0.005639026076166289,17.533491,0.002374,0.000932,0.003216,0.003757,3.99824783969553e-05,1.078691,0,0,0,0,2.434538518064109,63.34918,2.084448,0.18153,4.34892,5.487481,2.434538518064109,63.34918,2.084448,0.18153,4.34892,5.487481,288501,0,False,0,0.06961275195580181,33.592355,0.017613,0.007785,0.061716,0.178876,0.025504514067541798,19.258572,0.009178,0.003327,0.014186,0.04268,0,0,0,0,0,0,2.339421252040705,52.61909,2.017211,0.153748,4.208871,5.28121,288501,9616.41188428627,2.58310773643415,63.415244,2.206387,0.244779,4.563852,5.763011,288501,9616.41188428627,25,25,25,25,25,25
protobuf-net_roundtrip_100,protobuf-net,roundtrip,100,0,101881,1,3787528056,126199978.36624192,3788139342,126220346.34209186,0.006169730234293271,8.19185,0.002665,0.001042,0.003707,0.004268,0.0004255606246503275,3.917513,0,0,0,0,7.139118098664218,32.561128,6.855549,0.649537,10.236689,11.673939,7.139118098664218,32.561128,6.855549,0.649537,10.236689,11.673939,101881,0,False,0,0.1509826258870649,19.659184,0.036498,0.017783,0.164438,0.448861,0.21466431350301063,12.687411,0.072616,0.033272,0.425765,0.85311,0,0,0,0,0,0,6.773471159274173,32.22088,6.54779,0.0,9.737346,11.060866,101881,3394.6626416570343,7.344421158606615,32.647278,7.03941,0.735288,10.53392,12.040251,101881,3394.6626416570343,25,25,25,25,25,25
protobuf-net_roundtrip_1000,protobuf-net,roundtrip,1000,0,11895,1,4426569615,147468097.5714036,4426640985,147470475.21346936,0.009888016561580408,8.413564,0.003006,0.001273,0.004569,0.005523299999999992,0.0020404131147540986,8.047917,0,0,0,0,62.62660734207624,217.359075,61.761243,5.180938,75.9411844,81.59208769999992,62.62660734207624,217.359075,61.761243,5.180938,75.9411844,81.59208769999992,11895,0,False,0,13.035380176208475,203.410989,7.873707,0.099977,33.62154,41.70296379999998,0.6548099435056737,16.271509,0.247974,0.142096,1.6867986000000001,2.6559576,0,0,0,0,0,0,48.93641722236211,122.441435,51.22293,4.464525,65.4953482,69.14262419999999,11895,396.27367762787253,63.04612640638926,217.582534,62.112709,5.295413,76.419551,82.29110049999998,11895,396.27367762787253,25,25,25,25,25,25
protobuf-net_serialize-only_10,protobuf-net,serialize-only,10,0,358730,1,1339856550,44660382.87928413,39460300,1315299.0941690104,0.0053879503024558345,24.597246,0.002264,0.000882,0.003076,0.003587,3.748186658489672e-05,3.827543,0,0,0,0,1.9637809131937758,111.637436,1.664911,0.142437,3.4409000000000005,4.3448378,1.9637809131937758,111.637436,1.664911,0.142437,3.4409000000000005,4.3448378,358730,0,False,0,0.05868943436289361,25.104256,0.017022,0.006041,0.050835,0.1438,0.01793958478800147,23.24433,0.006753,0.002424,0.009378,0.025983949999999895,0,0,0,0,0,0,1.8871518940428276,111.40506,1.611942,0.1227,3.327259,4.184460499999999,358730,11957.264492445549,2.075606569924499,112.851383,1.7588050000000002,0.174798,3.597701100000002,4.551396099999998,358730,11957.264492445549,25,25,25,25,25,25
protobuf-net_serialize-only_100,protobuf-net,serialize-only,100,0,218280,1,8114777280,270461617.91742826,24229080,807543.5654409978,0.004619193801540208,8.527199,0.002304,0.000932,0.003126,0.003637,4.6152959501557635e-05,1.374084,0,0,0,0,3.32499809573031,19.066241,3.2332315,0.334865,4.7071122,5.331363549999999,3.32499809573031,19.066241,3.2332315,0.334865,4.7071122,5.331363549999999,218280,0,False,0,0.07624677081729925,15.232619,0.033583,0.017242,0.0853691,0.20921009999999998,0.015857407907275353,10.833807,0.006893,0.002134,0.009357,0.024927449999999896,0,0,0,0,0,0,3.2328939170056223,13.710534,3.1575735,0.266299,4.5879928,5.184634,218280,7275.167256225206,3.4228703695391682,19.177239,3.32235,0.397034,4.826394000000001,5.4810557,218280,7275.167256225206,25,25,25,25,25,25
protobuf-net_serialize-only_1000,protobuf-net,serialize-only,1000,0,28828,1,10727965436,357412024.1578165,3228736,107568.3060423324,0.004900096260579923,2.741939,0.002434,0.001072,0.003356,0.003917,0.0008387176356320244,1.811712,0,0,0,0,25.91517630924783,84.06901,23.197679,2.255096,40.059735499999995,44.6552531,25.91517630924783,84.06901,23.197679,2.255096,40.059735499999995,44.6552531,28828,0,False,0,6.661160015575096,47.705285,5.1360395,0.092503,13.524184399999998,19.192571099999995,0.01690976730956008,12.342005,0.007664,0.003587,0.011331,0.02335049999999998,0,0,0,0,0,0,19.237106526363263,64.850362,17.464862500000002,1.624274,32.15472559999999,37.3406757,28828,960.4313039493965,26.013069375468266,84.13302,23.282997,2.345876,40.1870598,44.771389749999976,28828,960.4313039493965,25,25,25,25,25,25
